text,filename,stopwords,punctuation,numerics,upper
mechatronic base embedded digital draft force wheel slip measure device develop include load cell base dynamometer measure draft force hall sensor base magnetic pin mount discs measure wheel slip amplifier amplify sense unit signal dynamometer microcontroller process receive load cell hall sensor data calculate draft force wheel slip display lcd screen well record data sd card module compare assess degree accuracy develop draft measurement system wheel slip measurement system system involve instrument three point linkage develop measure draft force simultaneously non contact type radar sensor use validate wheel slip measurement system observe maximum variation n draft force observe developed strain gauge dynamometer also find close draft force value calculate asabe equation maximum variation wheel slip observe developed manual measure value develop device simple construction mount make model agricultural tractor implement develop device much helpful educational institution research need drawbar performance study c elsevier bv right reserve,055.txt,65,27,2,7
child protective service cps identifies victim child maltreatment united state annually research show risk factor child may persist despite cps intervention mother unique often untapped perspective experience consequence cps intervention may inform future practice explore perspective interview mother firsttime cps find maltreatment result outofhome placement male partner primary perpetrator case mother sitter identify perpetrator remain case data analyze use ground theory mother describe risk factor root maltreatment prior cps involvement report variable experience recognition response maltreatment divergent outcome emerge feel stronger well finding provide understand household experience around child maltreatment may support practice policy change improve outcome vulnerable child,069.txt,44,18,2,6
instal capacity solar photovoltaic small size wind turbine residential microgrid gain promise growth develop country however uncertain characteristic intermittence volatility still one significant factor affect effective operation wellconducted design distribute renewable resource consider household requirement reliability energy utilization implicit behavior meteorological uncertainty manage stochastic time series weather data satisfy objective plan hybrid renewable generation system instal residential customer load management strategy conduct improve energy utilization green build renewable power planning stage propose simulation framework realize optimal installed capacity residential renewable generation storage device achieve effective energy utilization future green building,135.txt,44,9,0,0
major cause fatal construction accident fall height ffh study human factor analysis classification system hfacs adopt modified assist classify root cause fatal ffh accident hong kong characteristic root cause accident analyze use frequency analysis association among cause examine use fisher exact test latent class analysis lca case apparently share common characteristic certain hfacs factor closely associate accord lca result factor case may place four class name ill plan violation hidden hazard create others incapable staff recommendation make reduce ffh construction accident base characteristic root cause paper contribute body knowledge construction management develop modify hfacs framework extract structure information construction accident report find general characteristic managerial cause behind ffh accident use lca identify connection among managerial cause,121.txt,53,23,0,11
paper summarize main characteristic difference influence mechanical laser cut magnetic property electrical steel sheet quasistatic measurement well measurement high frequency hz hz hz report three different ferromagnetic material commonly use electric machine subsequently method consider effect cut model process review method base measurement data obtain standardized widespread fasttoperform epstein frame method eliminates need know exact deterioration depth applicable different cut technique,109.txt,34,15,2,0
paper present nonintrusive method automatically identify compensate current measurement error interior permanent magnet synchronous motor ipmsm drive ipm motor distinct shortcircuit current v speed characteristic solely defined machine design control ipm motor operate steadystate shortcircuit current coasting phase ipm motor safely short circuit use inverter without introduce current transient dq axis current measure inverter compare know shortcircuit characteristic ipm motor distortion pattern dq axis current contain information need correct current sensor error ipmsm drive,108.txt,38,16,0,6
three series evenodd aliphatic copolyesters polyhexamethylene gluaratecohexamethylene pimelate phgp polyhexamethylene pimelatecohexamethylene azelate phpa polyhexamethylene gluaratecohexamethylene azelate phga firstly synthesize derive even diol hexanediol odd diacids glutaric acid pimelic acid azelaic acid respectively cocrystallization behavior systematically investigate dsc waxd pom technique find phgp phpa show isodimorphism characteristic eutectic behavior observe plot melt point versus composition however phga exhibit strict isomorphism whole composition range without eutectic point waxd study also confirm unique isodimorphism isomorphism behavior evenodd copolyesters slight change methylene number alkyl unit comonomers could generate large difference crystallization behavior exhibit unique physicochemical property structureproperties correlation evenodd copolyesters furthermore difference cocrystallization miscibility effect comonomers analyze thermodynamics base defect gibbs energy calculate wendlingsuter model phgp phpa comonomer unit well miscibility case incorporation shorter unit longer unit crystal opposite case contrast case phga hg ha unit perfectly miscible crystal lattice little difference crystal cell dimension due identity chain conformation hg ha unit pack crystal lattice finally model crystal lattice structure copolyesters propose good understand difference cocrystallization miscibility effect comonomers isodimorphism isomorphism c elsevier ltd right reserve,120.txt,89,55,1,18
green roof propose efficient practical tool combat urbanisation many country review paper focus various benefit associate green roof research effort make till date promote green roof systematic comparison literature review also emphasise knowledge gap prevail green roof technology highlight need local research install green roof develop underdeveloped country consider growth substrate vegetation drainage layer determine success green roof effort make consolidate desirable characteristic component suggest methodology construct practical green roof critical review also explore limitation associate green roofs recommend strategies overcome apart standalone green roof huge scope hybrid green roof system establish technique present discussed recommendation future study also provide c elsevier ltd right reserve,134.txt,48,18,1,1
background aim child maltreatment ie abuse neglect significant problem worldwide cause impair physical mental health throughout life true extent still remain unknown country include turkey aim study apply two version international society prevention child abuse neglect ispcan child abuse screen tool icastc icastp use ass child parent feedback compare report give child give parent first study kind conduct turkey method first icast translated turkish bilingual expert student parent ask complete icastc icastp respectively help train researcher total data match report child parent obtain descriptive statistic use evaluate demographical variable chisquare test employ investigate statistical significance comparison result present study demonstrate turkish parent consider rebuke insults corporal punishment effective way discipline child accord parent report use psychological abuse prevalent boy age use physical abuse prevalent boy age statistically significant relationship find parent economic condition child abuse p however relationship paternal educational background psychological abuse observe significant p comparison childrens parent report show parent tend underreport child maltreatment conclusion result show significant healthcare problem turkey since child maltreatment prevalent parent generally aware extent possible approach change situation include effort increase education level promote public awareness strengthen political commitment,068.txt,101,61,0,8
low cost fast reliable microcontroller base protection scheme use wavelet transform artificial neural network propose effectiveness evaluate real time propose scheme base hardware cosimulation approach performs function transmission line protection ie fault detectionclassification fault zonesection identification location estimation fault detectionclassification zone identification algorithm use fundamental frequency current component estimate fault index fault location estimation module use wavelet transform coefficient hybridization parallel artificial neural network structure hardware implementation bit atmega microcontroller use interfaced simulated power system model use integrate development environment ide scheme test power system model kv hz three phase double circuit line source end laboratory test perform real time fault case include evolve fault vary fault resistance fault inception angle fault distance direction power flow angle magnitude test confirm suitability reliability propose scheme even current transformer ct saturation implementation propose approach low cost microcontroller less execution time make prototype ideal implementation digital platform digital relay thus lead financial viability sustainability protection scheme c elsevier ltd right reserve,054.txt,58,37,3,4
novel dispersive delay structure dd base composite rightlefthanded crlhcrlh coupler propose demonstrate fullwave experimental result experimental prototype compact shield multilayer dds implement lowtemperature cofired ceramic technology compare conventional allpass csection dd propose crlh csection dd exhibit large groupdelay swing lead high resolution analog signal processing application result high coupling capability moreover feature large bandwidth small size generalize waveinterference analysis present rigorously derive transfer function groupdelay characteristic csection dds provide deep insight operate mechanism leftand righthanded regime,040.txt,37,28,0,7
article present laboratory module develop undergraduate micronano engineering laboratory course mechanical engineering department massachusetts institute technology king fand university petroleum mineral laboratory student fabricate superoleophobic membrane spraycoating titania nanoparticles steel mesh characterize surface ability membrane retain oil use membrane separate oilwater mixture laboratory module cover nanomaterials nanomanufacturing material characterization understand concept surface tension hydrostatics oilwater separation application laboratory experiment easy set base commercially available tool material facilitate implementation module educational institution significance oilwater separation petroleum industry integration concept fluid mechanic laboratory module help illustrate relevance nanotechnology mechanical material engineering potential address future societal need,097.txt,63,18,0,0
cognitive dysfunction schizophrenia scz alzheimers disease ad major driver functional disability largely unresponsive current therapeutic animal model cognitive dysfunction relevant disorder suggest alpha nicotinic acetylcholine receptor nachr may promise drug development target multiple clinical trial subsequently test hypothesis individual scz ad however translational value rodent cognitive task predict overall efficacy therapeutic target clinical trial unknown compare effect size rodent human study search pubmed cochrane library randomize placebocontrolled trial compound pharmacological activity alpha nachr treatment cognitive dysfunction scz ad identify study comprise subject treat eight different compound act full partial agonist cognitive outcome standardized randomeffects metaanalyses reveal statistically significant effect alpha nachr agonist overall cognition eight cognitive subdomains dos include range cognitive outcome cohens negative favoring drug contrast analysis rodent study test ca agonist reveal large effect size multiple commonly use preclinical behavioral test cognition range result suggest target alpha nachr agonists robust treatment cognitive dysfunction scz ad necessitate well understanding translational gap therapeutic target a nachr c elsevier inc right reserve,083.txt,81,44,8,9
characteristic thermally force connectedvessel thermosyphon operate oscillatory mode determine use analytical technique outcome compare result obtain numerical integration govern equation previous investigation know adequate phaseplane representation limit cycle associate oscillation could obtain vesselvolume ratio sufficiently small study aim demonstrate constraint vessel volume relax prescribe mandelstam condition postulate total heat content system remain conserved rapid phase oscillation conclude incorporate mandelstam condition analysis highly beneficial consequence good analytical result could obtain much large value vesselvolume ratio previously permit,095.txt,58,11,0,0
aim subthreshold psychotic experience pe common general population may increase risk psychological distress psychosis onset generate need effective community screen instrument study aim explore utility brief selfreport psychosis risk screen tool predict perceive need psychological treatment among nonclinical sample beyond account accompany form psychopathology trait neuroticism method construct validity predictive validity testretest reliability brief selfreport questionnaire screen putative prepsychotic state determine among college student n multiple linear regression analysis conduct explore relationship pe perceive need psychological service result exception auditory perceptual disturbance pes significantly associate one need service belief others service need control neuroticism anxiety depressive symptom auditory perceptual disturbance significantly associate perceive need psychological service even account additional symptom conclusion result confirm usefulness psychosis risk screen tool evaluate presence subthreshold pe particularly auditory perceptual disturbance relationship pes perceive need psychological service however largely explain existence neurotic trait anxiety depressive symptom screen auditory perceptual disturbance may useful identify unmet clinical need among young adult,081.txt,74,39,0,1
novel automate method determination boron base use pulse flow develop applied determination element sample tap water ocean water eye drop method implement mean multipumping system consist three solenoid micropumps photometric detector exploit reaction azomethineh presence boron system run control opensource microcontroller main operational parameter optimize give particular kinetics reaction stoppedflow period min include allow color development method present linearity range mg l good precision sr detection quantification limit mg l respectively sample tap water eye drop could successfully analyze employ minute stop time provide maximum sampling frequency sample h order overcome matrix effect cause high saline concentration ocean water sample require stop time min provide sample frequency sample h recovery eye drop drink water ocean water obtain method consider accurate fit purpose c elsevier bv right reserve,056.txt,65,58,5,5
bioelectrochemical strategy develop construct simple sensitive levofloxacin lev sensor base single chamber microbial fuel cell scmfc use fepo nanoparticles nps cathode catalyst instead traditional ptc assemble sensor device fepo np dramatically promote electrooxidation oxygen cathode help accelerate voltage output scmfc provide powerful guarantee lev detection scan electron microscopy sem xray diffraction xrd fourier transform infrared ftir xray photoelectron spectroscopy xps use fully characterize fepo nps optimize cod condition mm lev concentration range pgl could detect successfully exhibit excellent linear interval concentration range pgl range concentration lev temporary effect anode exoelectrogenic bacterial less min could occur come back normal exhibit longterm stability maintain stable electricity production month continuous run besides detection mechanism investigate quantum chemical calculation use density functional theory dft,042.txt,57,48,2,13
cash flow information crucial decision make process construction management due complexity dynamic progress construction project forecasting cash flow demand throughout various phase project remain challenge problem article present novel inference model name adaptive timedependent least square support vector machine lssvmat cash flow prediction lssvmat least square support vector machine lssvm integrate adaptive time function atf generalize inputoutput map cash flow since cash flow data timedependent data point record different period contribute dissimilarly train process prediction model thus role atf determine appropriate weight associate data point specific time period lssvmat good deal dynamic nature time series furthermore identify optimal parameter inference model differential evolution de base cross validation process utilized research compare benchmark method propose model identify appropriate time function yield superior forecasting result therefore lssvmat promise tool construction manager cash flow prediction,122.txt,66,34,0,8
project owner important project participant involve delivery green building project virtue commitment owner commitment oc ensure successful delivery green building project however indicator oc yet identify literature result information knowledge oc lead successful delivery green building project currently unknown therefore study carry systematic literature review scholarly publication area project delivery green building project identify indicator oc finding reveal indicator oc vary degree importance depend frequency reference source study concludes important indicator oc additionally indicator influence project performance cost time quality sustainability rating metric thereby ensure successful delivery green building project finding study implication project owner green build project therefore framework implementation oc propose project owner apply framework guide commitment selection project participant design stage encouragement improved performance construction stage sequential manner future research explore confirm factor structure indicator oc order identify underlie relationship addition use effectiveness framework oc validate utilizing practical delivery green building project c elsevier ltd right reserve,136.txt,97,30,4,10
sustainability become priority dubai throughout united arab emirates dedication global sustainability may see innovative effort masdar commitment leadership sustainable principle numerous alternative exist green build design advance support commitment include usgbc leed sustainable site sit approach breeam dubai green building regulation abu dhabis estidama pearl system specific philosophy consideration may vary approach focus design order promote ensure longterm energy sustainability green building also construct use green construction technique subsequently effort underway sponsorship emirate foundation explore approach evaluate sustainability construction site operation available sustainable design option examine evaluate constructionspecific parameter adequacy collective information examine recommendation make regard construction implementation c author publish elsevier ltd,137.txt,51,24,1,5
control system proven beneficial improve productivity earthmoving operation main component system monitor module computer vision algorithm among new method test realtime monitoring earthwork activity method however able detect intraclass equipment fail identify individual machine key disadvantage compare radiobased device namely global position system gps address issue pipeline framework consist several computer vision algorithm develop identify individual machine framework object detection method use locate construction equipment detection view target obtain camera zoom candidate identify visual marker attach machine architecture system optimize employ timeconsuming process probable candidate system evaluate use several realtime video demonstrate promising performance identify excavator dump truck identification rate recall rate respectively addition apply markerbased verification step prove effective rejecting false alarm precision test case c american society civil engineer,123.txt,72,38,2,3
complete model thermionic generator develop order optimise technology application solar thermal generation electricity steady state current density predict model show agree publish experimental thermionic data two separate genetic algorithm optimisation carry power density efficiency electrode temperature work function external circuit resistance electrode separation vary result optimisation two configuration separately exhibit maximum power density wcm maximum efficiency parameter range applicable concentrate solar thermal power examination optimum simulation parameter indicate future development lower collector work function increase emitter service temperature decrease attainable electrode separation positively impact device performance c elsevier ltd right reserve,043.txt,45,19,1,2
novel microcontroller base maximum power point tracker mppt circuit small scale standalone photovoltaic generator pvgs build simulated test iv characteristic pvg characterize use five solar radiation dependent parameter two short circuit current open circuit voltage pvgs dcdc converter use match circuit load pvg select suitable fixed frequency duty cycle delta dcdc converter determine adaptively microcontroller get feedback instantaneous value output voltage system suitable dynamic static load therefore system need two measurement solar radiation intensity feedback output voltage across load feed microcontroller measure solar radiation intensity convert microcontroller percent solar radiation g high ever value solar radiation intensity location feed microcontroller base value system parameter pvc dependent need obtain separately every pvc prototype build reasonable correlation obtain measure simulated result c elsevier ltd right reserve,057.txt,69,32,1,13
purpose nonverbal communication comprises core element interaction leader follower nevertheless limited empirical attention regard impact nonverbal cue follower attitudinal outcome purpose paper contribute gap link salient form nonverbal communication kinesics underresearched leaderfollower relationship outcome relational identification ri supervisor author also highlight mediate role leadermember exchange lmx aforementioned relationship designmethodologyapproach author conduct two study different country moreover author examine hypothesis use hierarchical regression bootstrap analysis finding hypothesize present result show kinesics direct indirect effect lmx ri supervisor originalityvalue best author knowledge first study link form nonverbal communication lmx ri,080.txt,57,33,0,6
swim performance spermatozoon important index success fertilization many year numerous study report optimal swimming flagellar organism nevertheless still question optimal among planar circular helical ellipsoidal helical beat paper use genetic algorithm investigate beat pattern best swim efficiency base hydrodynamic dissipation internal torque exertion parameter consider result show planar beat optimal small head helical flagellum optimum large head ellipsoidal beat never optimal also genetic optimization reveals wavenumber shape wave envelope relevant parameter whereas wave shape head geometry relatively minor effect efficiency optimal beat respect efficiency base internal torque exertion active elastic flagellum characterize smallwave number largeamplitude wave lowerviscosity medium obtain result optimal waveform consistent observation planar waveform many respect result suggest necessity detail flagellar structurefluid interaction address whether real spermatozoa exhibit hydrodynamically efficient swim evolutional optimization approach use study distinguish biologically important parameter methodology potentially applicable various swimmer c elsevier ltd right reserve,094.txt,83,28,1,1
work describes restrict access material ram constitute porous octadecylsilane particle outer surface covered bovine serum albumin cbsa stationary phase extract drug plasma sample disposable pipette extraction dpx analysis liquid chromatographytandem mass spectrometry lcmsms cbsa phase simultaneously exclude macromolecule chemical diffusion barrier bsa network enrichment interior phase c drug trace sorption hydrophilic barrier cl bsa allow small molecule drug permeate hydrophobic part c time exclude macromolecule chemical diffusion barrier bsa network optimization dpx variable sorption equilibration time exclusion endogenous compound elution step improve sensitivity selectivity method present linear range lower limit quantification ng ml upper limit quantification ng ml inter intraassay precision coefficient variation cv lower relative standard error rse accuracy range develop method successfully use determine five antipsychotic olanzapine quetiapine clozapine haloperidol chlorpromazine combination seven antidepressant mirtazapine paroxetine citalopram sertraline imipramine clomipramine fluoxetine two anticonvulsant carbamazepine lamotrigine two anxiolytic diazepam clonazepam plasma sample schizophrenic patient therapeutic drug monitoring c elsevier bv right reserve,090.txt,67,88,1,15
interval time crucial decisionmaking motor control impair many neuropsychiatric disorder previous study examine time various strain geneticallyaltered mice parallel male female mouse experimental setting investigate time attention time male female cbj mouse present gap time stimulus novel auditory distracters present uninterrupted timed stimulus gap distracter combination sex difference find regard time accuracy precision however presentation gap distracter combination overreset time male much small effect female overreset strategy report previously emotional distracters eg previously pair footshocic neutral distracters result reveal sex difference attentional gatingswitching work memory time c elsevier bv right reserve,084.txt,47,31,1,3
compact ghz doppler radar module develop paper noncontact human vitalsign detection ghz radar transceiver chip transmit receive antennas baseband circuit microcontroller bluetooth transmission module integrate implement print circuit board measurement range develop radar module successfully detect respiration heartbeat human adult,053.txt,19,13,0,1
nontechnical loss ntl fraud occur fraudster tamper smart meter meter register less electricity consumption actual consume amount therefore utility become victim suffers correspond economic loss literature many detection scheme propose detect ntl fraud however ntl frauds far complicate exist scheme expect recently discover new potential type fraud variant ntl fraud call collude nontechnical loss cntl frauds smart grid cntl fraud multiple fraudsters coexist collaborate commit fraud exist detection scheme cannot detect cntl fraud since method consider coexist collaborate fraudsters therefore cannot distinguish one many fraudsters paper propose cntl fraud detector detect cntl fraud propose method quickly detect tamper meter base recursive least square identify tamper meter propose scheme detect different fraudsters use mathematical model experiment show method effective detect cntl fraud c elsevier bv right reserve,047.txt,56,32,1,13
project management present management coordination human material resource throughout life project use modern technique management achievement predetermine objective particular scope cost time quality satisfaction project stakeholder construction project unique summary activity result product meeting required quality parameter limit time cost parameter manage carefully plan wide range plan result construction planning plan allow effectively manage achievement plan construction parameter time cost quality important construction project management also plan field safety construction equipment measure eliminate impact winter season construction part construction management documentation effective planning management construction process plan currently necessary use sophisticated ict tool paper present result longitudinal research focus opinion construction company slovakia related approach process important plan management construction project survey repeat therefore possible examine trend field plan process use construction management aim research find trend processing construction management documentation c author publish elsevier ltd,127.txt,98,24,2,2
follow market reform vietnam transform poor close economy low middle income economy like develop country economic growth place significant pressure infrastructure environment particularly pressure increase housing demand energy consumption waste pollution management response development challenge green movement globally government initiated action promote green building promote sustainable development however green build adoption vietnam still criticise slow lacking governmental support paper propose promote green building could solve three interconnected challenge hinder sustainable development provide comparative review progress c author publish elsevier ltd,133.txt,34,17,2,1
building represent total primary energy consumption contribute approximately onethird total greenhouse gas emission green building standard certification system include requirement new exist building however vast part exist build stock city build limited consideration green design energy efficiency low carbon emission yet refurbishment help reach national energy reduction goal decrease environmental impact furthermore retrofit exist building often costeffective build new facility potential exist building achieve certification certain green standard define work green potential gp depend heavily factor determine original design construction process paper present development method tool analysis determination gp exist building allow quick evaluation single building comparison different building order understand potential limitation designer intervention plan authority way determine development plan retrofit potential city district,132.txt,71,20,0,2
legislation fiscal policy remain key driver construction waste minimization often suggest reduce waste landfill require improvement exist waste management policy fiscal framework need adequate input construction professional mean engender effective waste management policy study explores industry practitioner viewpoint effective policy minimise waste landfilled uk construction industry use exploratory sequential mixed method approach qualitative quantitative method use first phase study data collect focus group discussion expert uk construction industry finding qualitative study serve input questionnaire use elicit wide opinion expert quantitative stage study study suggest waste management legislation policy effectively drive construction waste minimization six key measure important include provision tax break incentive good waste performer waste management business ii increase target design stage policy iii extension sustainable design appraisal system allocate point proven waste performance measure iv increase stringency legislative measure require use proven waste efficient design procurement construction method v increase stringency fiscal policy increase penalty poor waste performance vi corroboration policy requirement enablers facilitator strategy legislative fiscal measure could tailor enhance discussed paper embrace stringent palliative policy measure suggest study substantial construction waste could divert landfill c elsevier ltd right reserve,126.txt,95,40,3,3
new microbent inline microfiber interferometer mimi propose demonstrate compact temperature current sensor mimi capable generate interference fringe high extinction ratio db free spectral range nm wavelength nm employed temperature sensor copper wire carry direct current place mimi sensor interference fringe mimi sensor shift toward long wavelength heat generate copper wire increase temperature increase correspond linearly current thus measurement current extrapolate well sensor temperature responsivity pmdegrees c linearity well current responsitivity degree ca significant potential application health warn sensor electricity generation distribution grid,046.txt,62,25,1,7
nm microcontroller feature voltage stack memory logic present involved connect power domain memory logic series ground one power domain connect positive supply rail paper arm cortexm peripheral power v vdd kb rom kb sram power vdd vdd since memory logic general draw different supply current midrail vdd provide onchip switch capacitor voltage regulator scvr allow direct comparison voltage stack conventional single supply turn configure scvr power memory logic v vdd turn voltage stack result power conversion efficiency active converter area reduce x despite use small scvr voltage stack reduces supply noise db output voltage drop mv,052.txt,69,32,5,14
objective objective study develop new solubility enhancement strategy antipsychotic drug perphenazine ppz form amorphous nanoparticle complex nanoplex polyelectrolyte dextran sulfate dxt significance poor bioavailability ppz necessitate development fastdissolving ppz formulation regardless delivery route exist fastdissolving formulation however exhibit low ppz payload highpayload ppzdxt nanoplex represent attractive fastdissolving formulation dissolution rate know proportional payload method nanoplex prepare electrostatically drive complexation ppz dxt simple process involve ambient mix ppz dxt solution investigate effect key variable drugpolyelectrolyte complexation ie ph charge ratio rdxtppz physical characteristic preparation efficiency nanoplex produce subsequently characterize colloidal amorphous state stability dissolution enhancement supersaturation generation nanoplex prepare optimal condition result physical characteristic nanoplex govern rdxtppz preparation efficiency govern preparation ph nanoplex size approximate nm zeta potential approximate mv payload approximate ww prepare nearly ppz utilization rate approximate yield nanoplex exhibit superior dissolution native ppz simulate intestinal juice result high prolong apparent solubility good storage stability conclusion simple yet efficient preparation excellent physical characteristic fast dissolution high apparent solubility exhibit ppzdxt nanoplex establish potential new bioavailability enhancement strategy ppz,085.txt,79,61,0,16
marangoni convection volatile liquid film subject horizontal temperature gradient confine rectangular cavity basic problem heat transfer fluid mechanic application evaporative cool marangoni stress drive flow due surface tension gradient liquidvapor interface thermocapillary stress due variation surface tension temperature part drive liquid away hot region volatile binaryfluid mixture however design solutocapillary stress due variation surface tension concentration drive liquid instead towards hot region hence oppose thermocapillary stress thicker liquid layer flow also affected buoyancy work detail experimental study buoyancymarangoni convection similar cm deep layer methanolwater meohho seal rectangular cuvette drive temperature difference similar degree c horizontal distance cm particle pathline visualization particleimage velocimetry piv use study flow determine liquid composition quantify term meoh concentration cm noncondensables ie air quantified concentration air gas space liquid ca affect flow solutocapillary effect strong enough drive liquid near free surface towards heat end entire horizontal extent liquid layer low ca ie ca suggest binaryfluid coolant could significantly reduce film dryout flow drive thermocapillarity solutocapillarity buoyancy classify four distinct flow regime summarize ca vs cm flow regime map c elsevier ltd right reserve,091.txt,91,56,2,6
schizophrenia highly heritable whereas effect genetic variant weak since clinical heterogeneity complexity schizophrenia high considerable effort make relate genetic variant underlie neurobiological aspect schizophrenia endophenotypes give polygenic nature schizophrenia goal form measure additive genetic risk explore relationship cortical morphology utilize data recent genomewide association study include nearly case schizophrenia compute polygenic risk score pgrs subject independent healthy general population investigate effect polygenic risk schizophrenia cortical gyrification calculate t structural image data discovery dataset n replication dataset n find consistent effect polygenic risk schizophrenia cortical gyrification inferior parietal lobule independent generalpopulation sample higher pgrs significantly associate low local gyrification index bilateral inferior parietal lobles casecontrol difference report previous study schizophrenia finding strongly support effectiveness pgrss endophenotypes establish genetic architecture psychiatry finding may provide implication regard individual difference genetic risk schizophrenia cortical morphology brain development,087.txt,75,28,4,6
result largeeddy simulation stably stratify atmospheric flow around isolate complexshaped tall building present study focus identification flow structure build wake high low froude number regime qualitative comparison result available literature data exist theory present addition flow structure identify early study horseshoe recirculation eddy vortex analyze stationary disturbance akin mountain gravity wave complex vortex structure associate wave consist multiple symmetric pair vortex froude number appear principal parameter control structure wake wave vortex pattern,093.txt,37,12,0,1
online language learn teach multimodal context identify one key research area computeraided learn call lamy white paper aim explore meaningmaking online language learner interaction via desktop videoconferencing dvc illustrate multimodal transcription analysis well application theoretical framework field recording learner dvc interaction interview qualitatively analyse within case study methodology analysis focus semiotic resource available dvc use meaningmaking draw semiotics interactional sociolinguistics nonverbal communication multimodal interaction analysis conversation analysis finding demonstrate use contextualization cue five code body paralinguistic element emotional expression gesture overlap speech meaningmaking paper conclude recommendation teacher researcher use investigate language learn teach multimodal context,078.txt,45,28,0,4
load estimation algorithm base kmeans cluster analysis develop algorithm applies cluster centre previously cluster load profile distance function estimate miss future measurement canberra manhattan euclidean pearson correlation distance investigate several case study implement use daily segment load profile aggregate smart meter segment profile cover time window less equal h simulation result show canberra distance outperforms distance function result also show segmented cluster centre produce accurate load estimate daily cluster centre high accuracy estimate obtain cluster centre range h develop load estimation algorithm integrate state estimation network operational tool enable good monitoring control distribution network c author publish elsevier ltd,044.txt,38,21,2,2
smart community distribute system consist set smart home utilize smart home scheduling technique enable customer automatically schedule energy load target various purpose electricity bill reduction smart home scheduling usually implement decentralized fashion inside smart community customer compete community level renewable energy due relatively low price typically exist aggregator community wide electricity policy maker aim minimize total electricity bill among customer paper develop new renewable energy aware price scheme achieve target establish proof certain assumption optimal solution decentralize smart home scheduling equivalent centralize technique reach theoretical low bound community wide total electricity bill addition advance cross entropy optimization technique propose compute pricing scheme renewable energy integrate smart home schedule simulation result demonstrate price scheme facilitates reduction community wide electricity bill individual electricity bill compare uniform pricing particular community wide electricity bill reduce percent theoretic low bound,050.txt,69,14,0,1
different shape surface tension isotherm consistent butler ideal model planar surface phase binary liquid mixture comprehensively work first time use ratio pure constituent molar surface area parameter name surface factor depend pure constituent property butler equation express solve function two independent parameter geometrical feature plot surface tension mole fraction component low surface tension establish every possible combination two parameter three main shape type find namely concave positive curvature concave pass inflection point follow concave concave negative curvature range parameter value lead shape type obtain show graphically demonstrated butler ideal model excludes eventuality system present shape initial positive curvature inflection point continue negative curvature shape appear mirror image representation surface pressure mole fraction six organic organic system include two ionic liquid solution take literature examine show actual gibbs adsorption isotherm shape arise sum ideal surface tension deviation excess surface tension latter related equilibrium surfacebulk ratio activity coefficient also show ratio large component great molar surface area comparison surface bulk activity coefficient chemical composition interest insight surface phase drawn,118.txt,98,28,0,0
construction sector country world always play important role economy keep task form building develop infrastructure poor infrastructure cannot create modern society specific characteristic construction industry construction progress project face risk difficulty project team vietnam face unprecedented change technology product investment resource ect therefore measurement factor affect success project vietnam aim improve efficiency project base relevant previous study comment expert construction industry rough questionnaire form sent six individual extensive experience field construction management test interview analysising evaluate eliminate superfluous element add element draft questionnaire finally research team complete questionnaire establish four criterion evaluate success project include cost time technical completion customer satisfaction criterion measure four group factor affect success project namely external environment ability construction project manager capacity project member way organize project questionnaire require individual participate survey give opinion impact factor success project base sevenlevel likert scale less stable high stability correspond score,130.txt,106,35,0,1
ensure safety efficiency crane operation challenge due complexity lift operation realtime lift path planning system develop paper aim provide optimize collisionfree lift path mobile crane operator first contribution develop system take advantage crane mount sensor component hardware collect object information additional device need purchase secondly data storage path plan optimize visualize function design minimize require computer memory system instal applied crane mount controller realtime operation additional calculation capacity require system tested real construction site demonstrate ability generate lift path satisfy operator expectation system independent software package instal mobile crane mount necessary hardware,124.txt,53,19,0,0
backdrop dispose energy crisis climate change development smart grid technology consider strategy decision make country around world meanwhile china set upsurge grid smart smart grid construction full swing paper direct process smart grid construction assess smart grid construction two aspect management standard project management level take construction smart grid province china example paper use expert evaluation method comprehensive weight method make empirical analysis management level make comprehensive objective evaluation,125.txt,43,9,0,0
accord usgbc project directory six leed certify project register project egypt implies limit number leed project egypt thats empirical study conduct leed rating system perform market egyptian one accordingly paper result longitudinal study perform three egyptian leed certify project part master thesis research submit cairo university first author second third author main supervisor objective study investigate implementation leed rating system credit egypt comparative analysis three egyptian leed certify project result study include classification achieve targeted credit within egyptian market study may also contribute good understand concept implement leed green building rating system egypt may suggest recommendation future study c author publish elsevier bv,131.txt,72,15,3,10
